property_name,Property_Type,society,sector,price,Price_Per_SQFT,bedRoom,bathroom,balcony,address,floorNum,agePossession,description,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
4 BHK Flat in Sector 56 Gurgaon,flat,the lions cghs,sector 56,2.0,8333.0,4.0,4.0,3,"Sector 56 Gurgaon, Gurgaon, Haryana",8.0,Relatively New,"Located in the popular residential address of sector 56 gurgaon, the lions cghs is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. The flat occupies a super built up area of 2400 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and 3 balconies. This flat lies on the 8th level of a 9 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.",2253.0,0.0,0.0,0.0,0.0,1.0,2.0,110.0
4 BHK Flat in Sector 70 Gurgaon,flat,tulip ivory,sector 70,2.0,8333.0,4.0,5.0,3+,"Sector 70 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,"Situated in sector 70 gurgaon, tulip ivory is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is over 2400 sq.Ft. Super built up area and comes with 4 bedroom(s), 5 bathrooms and more than 3 balconies. This flat is situated on the 2nd floor of this 12 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2172.0,0.0,1.0,0.0,0.0,0.0,2.0,90.0
3 BHK Flat in IMT Manesar,flat,professional society,sector 1,0.75,3067.0,3.0,4.0,3,"IMT Manesar, Gurgaon, Haryana",3.0,Relatively New,"Flat for sale imt manesar-----------------------------
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2717.0,0.0,1.0,0.0,0.0,0.0,2.0,153.0
3 BHK Flat in Sector 85 Gurgaon,flat,ss the leaf,sector 85,1.85,7682.0,3.0,4.0,3,"Sector 85 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,"Located in the popular residential address of sector 85 gurgaon, ss the leaf is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat occupies a super built up area of 2408 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. The property is located on the 2nd floor of a 26 floors tall building. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2179.0,1.0,1.0,0.0,0.0,0.0,2.0,146.0
2 BHK Flat in Sector 91 Gurgaon,flat,tarc maceo,sector 91,0.89,6339.0,2.0,2.0,3+,"Sector 91 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,"Tarc maceo is one of gurgaon's most sought after destination for apartments and this 2 bhk flat in sector 91 gurgaon is your opportunity to be a part of this community. The flat is over 1404 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and more than 3 balconies. This flat lies on the 9th level of a 13 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1302.0,0.0,0.0,0.0,0.0,1.0,2.0,153.0
3 BHK Flat in Sector 85 Gurgaon,flat,orris aster court premier,sector 85,1.25,5896.0,3.0,4.0,2,"Sector 85 Gurgaon, Gurgaon, Haryana",6.0,Relatively New,"Located in the popular residential address of sector 85 gurgaon, orris aster court premier is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat occupies a super built up area of 2120 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 2 balconies. The flat has a total of 12 floors and this property is situated on 6th floor. This is a ready to move project and the property is 1-5 years old.",1616.0,0.0,1.0,0.0,0.0,0.0,2.0,80.0
3 BHK Flat in Sector 102 Gurgaon,flat,shapoorji pallonji joyville gurugram,sector 102,2.15,12706.0,3.0,3.0,3,"Sector 102 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,"Located in the popular residential address of sector 102 gurgaon, shapoorji pallonji joyville gurugram is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1692 sq.Ft. The residential building has 26 floors in total and the flat for sale is located on the 10th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",1690.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0
3 BHK Flat in Sector 67 Gurgaon,flat,ireo victory valley,sector 67,3.05,12650.0,3.0,3.0,3+,"Tower B, Sector 67 Gurgaon, Gurgaon, Haryana",21.0,Relatively New,"Ireo victory valley unit for sale on very urgent basis area 2436 sqft. 3bhk servant room. This unit available on middle floor and park facing unit. There are all modern facility available in this project like that 100% power backup, swimming pool, club, gym, green park, basement covered car parking 24*7 hour security and shopping complex. This is a very good location and very good connectivity for metro station, nh-8, mg road, sohna road and golf course road. If you interested for this property so please call for more detail.
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2029.0,0.0,1.0,0.0,0.0,0.0,2.0,88.0
3 BHK Flat in Sector 67 Gurgaon,flat,m3m merlin,sector 67,2.65,12945.0,3.0,3.0,3,"101, Sector 67 Gurgaon, Gurgaon, Haryana",0.0,Relatively New,"This lovely 3 bhk apartment/flat in sector 67 gurgaon is available for sale in one of gurgaon's most popular projects, m3m merlin. Constructed on a super built up area of 2047 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. This flat lies on the ground level of a 21 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2047.0,0.0,0.0,0.0,0.0,1.0,2.0,81.0
2 BHK Flat in Sector 81 Gurgaon,flat,signature global synera,sector 81,0.49,741.0,2.0,2.0,3,"Ddd, Sector 81 Gurgaon, Gurgaon, Haryana",5.0,Relatively New,"Signature global synera is one of the most popular destination for buying apartments/ flats in sector 81 gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. This property faces the north-East direction. The flat is over 735 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. The residential building has 12 floors in total and the flat for sale is located on the 5th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built with wood flooring options. All the modern amenities such as security personnel, maintenance staff, park, lift(s), visitor parking, water softening plant, shopping centre, swimming pool and fitness centre / gym will make life easier for you. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",700.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0
3 BHK Flat in Sector 70A Gurgaon,flat,aipl zen residences,sector 70,1.82,10996.0,3.0,3.0,3,"Ddd, Sector 70A Gurgaon, Gurgaon, Haryana",12.0,Relatively New,"This 3 bhk flat is located in aipl zen residences, which houses some of the most spacious flats in sector 70a gurgaon. This is a north-East-Facing property. Constructed on a super built up area of 1655 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. This flat lies on the 12th level of a 28 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The beautifully designed wood flooring enhances the beauty of the flat. The flat will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking, park, lift(s), water softening plant, shopping centre, fitness centre / gym and swimming pool. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1600.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
2 BHK Flat in Sector 81 Gurgaon,flat,signature global synera,sector 81,0.5,756.0,2.0,2.0,3,"Ddd, Sector 81 Gurgaon, Gurgaon, Haryana",6.0,Relatively New,"This lovely 2 bhk apartment/flat in sector 81 gurgaon is available for sale in one of gurgaon's most popular projects, signature global synera. This is a north-East-Facing property. Constructed on a super built up area of 735 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. The flat has a total of 12 floors and this property is situated on 6th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring look. All the modern amenities such as security personnel, maintenance staff, park, lift(s), visitor parking, water softening plant, shopping centre, swimming pool and fitness centre / gym will make life easier for you. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",700.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0
3 BHK Flat in Sector 77 Gurgaon,flat,umang winter hills,sector 77,0.92,5049.0,3.0,3.0,3,"Sector 77 Gurgaon, Gurgaon, Haryana",17.0,Relatively New,"Located in the popular residential address of sector 77 gurgaon, umang winter hills is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. Constructed on a super built up area of 1822 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 18 floors and this property is situated on 17th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 
 Additional details :Piped gas facility is available in the property.
The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1602.0,0.0,0.0,0.0,0.0,1.0,2.0,67.0
3 BHK Flat in Sector 70 Gurgaon,flat,shree vardhman victoria,sector 70,1.65,8461.0,3.0,4.0,3,"Sector 70 Gurgaon, Gurgaon, Haryana",1.0,Relatively New,"Victoria is a perfect residential complex from all aspects and it is designed from the perspective of the needs and desires of common people. The natural green surrounding with the world class facilities and amenities provide you with a comfortable and luxurious living
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1586.0,0.0,1.0,0.0,0.0,0.0,2.0,59.0
2 BHK Flat in Sector 70A Gurgaon,flat,capital residences 360,sector 70,1.1,7586.0,2.0,2.0,2,"104, Sector 70A Gurgaon, Gurgaon, Haryana",10.0,Relatively New,"Capital residences 360 is one of gurgaon's most sought after destination for apartments and this 2 bhk flat in sector 70a gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 1450 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. The property is located on the 10th floor of a 22 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property. Available in ready to move 4bhk50% terrace ready to move 
Walking market
 All amenities available
Swming pool clubhouse gym spa kids area cafe indoor game etc
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",1312.0,1.0,0.0,0.0,0.0,0.0,2.0,65.0
3 BHK Flat in Sector 70A Gurgaon,flat,capital residences 360,sector 70,1.55,7844.0,3.0,3.0,3,"U88, Sector 70A Gurgaon, Gurgaon, Haryana",8.0,Relatively New,"Available in ready to move 3bhk sarvent room in sector 70a capital 360 residency 
Walking market
 All amenities available
Swming pool clubhouse gym spa kids area cafe indoor game etc
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",1600.0,1.0,1.0,0.0,1.0,1.0,2.0,21.0
3 BHK Flat in Sector 70A Gurgaon,flat,bptp astaire gardens,sector 70,1.25,8771.0,3.0,3.0,2,"H33, Sector 70A Gurgaon, Gurgaon, Haryana",1.0,Relatively New,"Available in ready to move 3bhk in sector 70a bptp 
Walking market low rise luxury living 
 All amenities available
Swming pool clubhouse gym spa kids area cafe indoor game etc
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",1300.0,0.0,0.0,0.0,0.0,1.0,2.0,108.0
4 BHK Flat in Sector 70A Gurgaon,flat,bptp astaire gardens,sector 70,1.6,8658.0,4.0,4.0,3,"H33, Sector 70A Gurgaon, Gurgaon, Haryana",1.0,Relatively New,"Bptp astaire gardens is one of gurgaon's most sought after destination for apartments and this 4 bhk flat in sector 70a gurgaon is your opportunity to be a part of this community. Containing 4 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a super built up area of 1848 sq.Ft. The residential building has 3 floors in total and the flat for sale is located on the 1st floor. This 1-5 years old property is available for immediate possession as the project is ready to move 
Available in ready to move 4bhk
50% terrace 
 All amenities available
Swming pool clubhouse gym spa kids area cafe indoor game etc",1600.0,1.0,0.0,0.0,0.0,1.0,2.0,49.0
2 BHK Flat in Sector 70 Gurgaon,flat,shree vardhman victoria,sector 70,1.15,8518.0,2.0,2.0,3,"N66, Sector 70 Gurgaon, Gurgaon, Haryana",8.0,Relatively New,"Available in ready to move 2bhk study room in sector 70 shree vardhman victoria 
Walking market 
 All amenities available
Swming pool clubhouse gym spa kids area cafe indoor game etc...
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",1222.0,1.0,0.0,0.0,0.0,1.0,2.0,108.0
3 BHK Flat in Sector 70 Gurgaon,flat,shree vardhman victoria,sector 70,1.6,8205.0,3.0,3.0,3,"H77, Sector 70 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,"Available in ready to move 3bhk sarvent room study maduler kitchen 
Walking market shree vardhman victoria 
 All amenities available
Swming pool clubhouse gym spa kids area cafe indoor game etc...
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",1527.0,1.0,1.0,0.0,1.0,1.0,2.0,101.0
4 BHK Flat in Sector 81 Gurgaon,flat,bestech park view grand spa,sector 81,4.0,9523.0,4.0,5.0,3+,"Sector-81, Sector 81 Gurgaon, Gurgaon, Haryana",15.0,Relatively New,"This lovely 4 bhk apartment/flat in sector 81 gurgaon is available for sale in one of gurgaon's most popular projects, bestech park view grand spa. The flat is north-Facing. The flat occupies a super built up area of 4200 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and more than 3 balconies. The flat has a total of 29 floors and this property is situated on 16th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The ceramic flooring of this flat is beautifully designed and helps to give it a pleasing look. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, water softening plant, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s) and visitor parking. The housing society ensures a continuous supply of water to your flat from municipal corporation.
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",3801.0,0.0,1.0,0.0,0.0,0.0,2.0,108.0
3 BHK Flat in Sector 81 Gurgaon,flat,bestech park view grand spa,sector 81,2.22,8345.0,3.0,4.0,3+,"Sector-81, Sector 81 Gurgaon, Gurgaon, Haryana",15.0,Relatively New,"Located in the popular residential address of sector 81 gurgaon, bestech park view grand spa is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is north-Facing. The flat occupies a super built up area of 2660 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. The flat has a total of 19 floors and this property is situated on 15th floor. This is a ready to move project and the property is 1-5 years old. The well built ceramic flooring enhances the aesthetic appeal of this flat. Many of the modern amenities being offered, like swimming pool, water softening plant, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s) and visitor parking, will provide a pleasant living experience for you. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2407.0,0.0,1.0,0.0,0.0,0.0,2.0,108.0
4 BHK Flat in Sector 81 Gurgaon,flat,bestech park view grand spa,sector 81,3.0,9419.0,4.0,5.0,2,"Sector-81, Sector 81 Gurgaon, Gurgaon, Haryana",6.0,Relatively New,"Located in the popular residential address of sector 81 gurgaon, bestech park view grand spa is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. This is a north-Facing property. Containing 4 bedroom(s), 5 bathrooms and 2 balconies, this flat is spread over a super built up area of 3185 sq.Ft. The property is located on the 7th floor of a 19 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The beautifully designed ceramic flooring enhances the beauty of the flat. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, water softening plant, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s) and visitor parking. The residential project is well equipped to meet all your water needs through access to municipal corporation supply.
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2882.0,0.0,1.0,0.0,0.0,0.0,2.0,108.0
2 BHK Flat in Sector 82 Gurgaon,flat,vatika the seven lamps,sector 82,1.0,5923.0,2.0,2.0,2,"Sector 82 Gurgaon, Gurgaon, Haryana",11.0,Relatively New,"Inspired by john ruskin's essay 'the seven lamps of architecture'
Spectacular views over the low-Rise developments all around
3 side open apartments with mondrian landscape
Adequate basement parking, surface parking for visitors
Well-Ventilated apartments with unhindered views
Properties with 100% power backup available
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",1299.0,1.0,0.0,0.0,0.0,0.0,2.0,99.0
5 BHK Flat in Sector 62 Gurgaon,flat,pioneer araya,sector 62,10.75,19500.0,5.0,7.0,3,"1302, Sector 62 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,"3, 4 and 5 bhk residential apartments & penthouses
Spread over 14.46 acres of land area
Total 254 number of units available
Total 4 number of towers available
Situated within walking distance from important places
Araya offers you distinctive conveniences that meet your individual needs
Designed for the modern connoisseur
A private sanctuary awaits you at the ensuite bath in your master bedroom
Residents and their guests at araya experience an unparalleled lifestyle
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",4990.0,0.0,1.0,0.0,0.0,0.0,2.0,151.0
4 BHK Flat in Sector 62 Gurgaon,flat,pioneer araya,sector 62,9.14,19488.0,4.0,6.0,3,"Sector 62 Gurgaon, Gurgaon, Haryana",16.0,Relatively New,"3, 4 and 5 bhk residential apartments & penthouses
Spread over 14.46 acres of land area
Total 254 number of units available
Total 4 number of towers available
Situated within walking distance from important places
Araya offers you distinctive conveniences that meet your individual needs
Designed for the modern connoisseur
A private sanctuary awaits you at the ensuite bath in your master bedroom
Residents and their guests at araya experience an unparalleled lifestyle
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",3932.0,1.0,1.0,1.0,0.0,0.0,2.0,49.0
4 BHK Flat in Sector 62 Gurgaon,flat,pioneer araya,sector 62,8.35,19513.0,4.0,6.0,3,"Sector 62 Gurgaon, Gurgaon, Haryana",16.0,Relatively New,"3, 4 and 5 bhk residential apartments & penthouses
Spread over 14.46 acres of land area
Total 254 number of units available
Total 4 number of towers available
Situated within walking distance from important places
Araya offers you distinctive conveniences that meet your individual needs
Designed for the modern connoisseur
A private sanctuary awaits you at the ensuite bath in your master bedroom
Residents and their guests at araya experience an unparalleled lifestyle
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",3872.0,0.0,1.0,0.0,1.0,0.0,2.0,79.0
3 BHK Flat in Sector 1 Imt Manesar,flat,hsiidc sidco shivalik apartments,sector 1,0.73,3560.0,3.0,3.0,3+,"Sector 1 Imt Manesar, Gurgaon, Haryana",2.0,Moderately Old,"Located in the popular residential address of sector 1 imt manesar, gurgaon, hsiidc sidco shivalik apartments is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is east-Facing. Constructed on a super built up area of 2050 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The residential building has 8 floors in total and the flat for sale is located on the 2nd floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The well built marble flooring enhances the aesthetic appeal of this flat. The society complex is in the close vicinity of close to school, close to hospital and close to market, making it an ideal home for a relaxed lifestyle. The society is well equipped with many modern amenities, including security personnel, maintenance staff, park, lift(s) and visitor parking. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1705.0,0.0,1.0,0.0,0.0,0.0,1.0,79.0
3 BHK Flat in Sector 1 Imt Manesar,flat,imt view society,sector 1,0.95,3653.0,3.0,4.0,3,"Sector 1 Imt Manesar, Gurgaon, Haryana",6.0,Moderately Old,"This 3 bhk apartment is available for sale in imt view society, one of the most prominent projects for flats in sector 1 imt manesar, gurgaon. The flat is facing the east direction. Constructed on a super built up area of 2600 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and 3 balconies. The residential building has 8 floors in total and the flat for sale is located on the 6th floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The beautifully designed marble flooring enhances the beauty of the flat. This flat is located near close to school, close to hospital and close to market. The flat will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking, park, lift(s) and security personnel. The project provides access to clean water through municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2232.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0
2 BHK Flat in Sector 1 Imt Manesar,flat,hsiidc sidco shivalik apartments,sector 1,0.48,3840.0,2.0,2.0,3,"Sector 1 Imt Manesar, Gurgaon, Haryana",7.0,Moderately Old,"This 2 bhk flat is located in hsiidc sidco shivalik apartments, which houses some of the most spacious flats in sector 1 imt manesar, gurgaon. The flat is north-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1250 sq.Ft. The property is located on the 7th floor of a 8 floors tall building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. Another plus point for this is that it is situated near close to metro station, close to school and close to market. Hsiidc sidco shivalik apartments is designed very well to provide modern facilities such as security personnel, maintenance staff, park, lift(s) and visitor parking. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",993.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
3 BHK Flat in Sector 1 Imt Manesar,flat,hsiidc sidco aravali,sector 1,0.86,3323.0,3.0,3.0,3+,"Sector 1 Imt Manesar, Gurgaon, Haryana",3.0,Moderately Old,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in hsiidc sidco aravali that is situated in sector 1 imt manesar, gurgaon. This residential flat is north-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2588 sq.Ft. The residential building has 9 floors in total and the flat for sale is located on the 3rd floor. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. Proximity to landmarks like close to school, close to market and close to hospital makes this an ideal property for families. Many of the modern amenities being offered, like security personnel, maintenance staff, park, lift(s) and visitor parking, will provide a pleasant living experience for you. The project provides access to clean water through municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1900.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
3 BHK Flat in Sector 1 Imt Manesar,flat,hsiidc sidco aravali,sector 1,0.81,3129.0,3.0,3.0,3+,"Sector 1 Imt Manesar, Gurgaon, Haryana",2.0,Moderately Old,"Located in the popular residential address of sector 1 imt manesar, gurgaon, hsiidc sidco aravali is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This is a north-Facing property. The flat is over 2588 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. The property is located on the 2nd floor of a 9 floors tall building. As the project is already ready to move, so you can easily move into this 5-10 years old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. This residential property is situated near close to hospital, close to school and close to market. The flat will offer a modern lifestyle as it is presented with many of the amenities such as security personnel, maintenance staff, park, lift(s) and visitor parking. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1900.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
3 BHK Flat in Sector 67 Gurgaon,flat,m3m merlin,sector 67,2.9,14167.0,3.0,3.0,3,"Sector 67 Gurgaon, Gurgaon, Haryana",0.0,Relatively New,"This 3 bhk flat is located in m3m merlin, which houses some of the most spacious flats in sector 67 gurgaon. The flat is over 2047 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situated on the ground floor of this 21 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",2047.0,0.0,0.0,0.0,0.0,1.0,2.0,174.0
